"","X","Y","OBJECTID","LU","DESCR","Shape__Are","Shape__Len","xcoord","ycoord"
"3160",573590.63386,2850372.00402,59720,113,"Office Building.",938.66992,120.73418,573590.63386,2850372.00402
"3172",574251.94467,2850384.50078,59908,113,"Office Building.",2165.98438,180.37629,574251.94467,2850384.50078
"3173",577882.34456,2848147.01073,61009,113,"Office Building.",1639.72656,166.18184,577882.34456,2848147.01073
"3177",571082.64569,2850257.80145,61108,113,"Office Building.",903.2832,118.2962,571082.64569,2850257.80145
"3181",573667.24806,2851243.41029,61144,113,"Office Building.",20381.01758,586.64554,573667.24806,2851243.41029
"3194",569202.56313,2849641.04832,61440,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",11808.74609,787.80221,569202.56313,2849641.04832
"3227",577955.53545,2850022.34552,62095,113,"Office Building.",697.43359,105.63503,577955.53545,2850022.34552
"3238",577730.15458,2848147.05368,62305,113,"Office Building.",6415.05859,454.05241,577730.15458,2848147.05368
"3251",573548.26312,2851126.64275,62458,113,"Office Building.",735.89453,119.94612,573548.26312,2851126.64275
"3254",576363.84896,2849137.19239,62478,113,"Office Building.",4422.2793,285.49726,576363.84896,2849137.19239
"3261",576108.56702,2851242.32699,62682,113,"Office Building.",3390.58203,254.11597,576108.56702,2851242.32699
"3291",575408.69668,2849688.36441,63281,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",672.82227,113.51583,575408.69668,2849688.36441
"3293",576307.40906,2848947.62133,63292,113,"Office Building.",1236.28711,146.6773,576307.40906,2848947.62133
"3301",576831.19693,2850541.40975,63537,113,"Office Building.",877.08594,125.44696,576831.19693,2850541.40975
"3344",577089.0402,2851372.75665,64312,113,"Office Building.",1801.45508,174.20042,577089.0402,2851372.75665
"3356",572218.17278,2850431.3156,64533,113,"Office Building.",4450.4668,281.7119,572218.17278,2850431.3156
"3403",576686.76796,2848096.93956,65419,113,"Office Building.",581.94336,101.73832,576686.76796,2848096.93956
"3437",572958.20043,2850840.04881,67219,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",761.21094,127.90389,572958.20043,2850840.04881
"3487",576827.49115,2850480.9069,67986,113,"Office Building.",2211.94531,185.07595,576827.49115,2850480.9069
"3500",576437.42617,2847250.81684,66247,113,"Office Building.",828.39844,117.50778,576437.42617,2847250.81684
"3517",576327.8188,2848248.91179,66537,113,"Office Building.",728.26953,108.98806,576327.8188,2848248.91179
"3524",576077.86818,2851306.24294,66731,113,"Office Building.",859.95508,129.35911,576077.86818,2851306.24294
"3551",573849.15439,2850299.5447,68122,113,"Office Building.",2169.69336,266.12866,573849.15439,2850299.5447
"3568",576436.73014,2847442.72703,68388,113,"Office Building.",4096.16602,353.71546,576436.73014,2847442.72703
"3573",576991.65413,2850474.44202,68594,450,"Governmental/Public Administration (Other than Military or Penal).",7942.50977,390.25001,576991.65413,2850474.44202
"3591",574248.62146,2851172.83129,69026,113,"Office Building.",3747.58398,284.92108,574248.62146,2851172.83129
"3614",573037.6157,2851152.08659,69393,113,"Office Building.",3767.10547,279.89619,573037.6157,2851152.08659
"3620",576329.0473,2850109.96702,69542,450,"Governmental/Public Administration (Other than Military or Penal).",2436.94336,217.18386,576329.0473,2850109.96702
"3629",576227.55897,2851060.07833,69729,113,"Office Building.",2510.82617,221.05683,576227.55897,2851060.07833
"3647",574660.13471,2851112.11604,70049,113,"Office Building.",599.1875,103.02743,574660.13471,2851112.11604
"3652",569810.8528,2850279.76771,70156,113,"Office Building.",676.38867,111.02166,569810.8528,2850279.76771
"3658",578088.46078,2850471.12246,70263,113,"Office Building.",498.7168,92.14657,578088.46078,2850471.12246
"3659",576768.05303,2851327.61351,70298,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1852.67578,185.51947,576768.05303,2851327.61351
"3662",576362.75358,2847563.99643,70430,113,"Office Building.",1335.9707,146.96984,576362.75358,2847563.99643
"3669",577103.41435,2850806.85676,70618,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",555.14258,99.78713,577103.41435,2850806.85676
"3708",576322.56793,2850151.98056,71225,113,"Office Building.",887.45117,137.66739,576322.56793,2850151.98056
"3723",577540.55791,2851303.84051,71487,113,"Office Building.",1020.08984,127.75881,577540.55791,2851303.84051
"3751",573838.88424,2850830.81149,72042,113,"Office Building.",5944.28125,300.72389,573838.88424,2850830.81149
"3757",576008.68374,2851237.94347,72111,113,"Office Building.",2152.0625,186.74667,576008.68374,2851237.94347
"3774",577000.93526,2849692.51109,72453,113,"Office Building.",1100.46875,137.43391,577000.93526,2849692.51109
"3792",577673.05818,2850403.25343,72743,113,"Office Building.",2770.12695,215.35904,577673.05818,2850403.25343
"3813",575935.81576,2851235.52078,73187,113,"Office Building.",1093.16992,134.02105,575935.81576,2851235.52078
"3814",577095.0125,2849759.18324,73189,113,"Office Building.",2033.66016,183.70559,577095.0125,2849759.18324
"3816",577871.86562,2848077.28567,73211,113,"Office Building.",7196.69727,461.20751,577871.86562,2848077.28567
"3868",576669.70318,2848037.13911,74186,113,"Office Building.",4880.49805,463.30652,576669.70318,2848037.13911
"3871",574831.3277,2851256.42133,74216,113,"Office Building.",2188.56445,183.12644,574831.3277,2851256.42133
"3886",577100.86469,2850868.51891,74500,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",543.36914,99.67443,577100.86469,2850868.51891
"3954",576352.84506,2849223.61564,75873,113,"Office Building.",1641.53711,171.34977,576352.84506,2849223.61564
"3962",575105.25356,2851277.75347,76004,113,"Office Building.",3727.69531,335.0511,575105.25356,2851277.75347
"3983",572538.27154,2851076.22741,76355,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",7762.72461,419.55253,572538.27154,2851076.22741
"4031",570511.03433,2851171.85502,77278,113,"Office Building.",56439.33008,1635.21304,570511.03433,2851171.85502
"4052",574069.30192,2850368.07422,77737,113,"Office Building.",6883.32031,336.77068,574069.30192,2850368.07422
"4062",577507.14065,2849792.90971,77870,113,"Office Building.",3144.52734,246.44086,577507.14065,2849792.90971
"4108",575391.1233,2851277.60831,78597,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1252.39648,145.44344,575391.1233,2851277.60831
"4147",576378.95498,2848684.20188,79363,113,"Office Building.",603.11328,104.85765,576378.95498,2848684.20188
"4160",569831.64903,2850224.65585,79690,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",796.54102,119.43442,569831.64903,2850224.65585
"4162",577826.7721,2848144.94814,79734,113,"Office Building.",1207.62109,136.8189,577826.7721,2848144.94814
"4229",575695.3495,2850494.95931,80168,113,"Office Building.",1377.89258,149.34931,575695.3495,2850494.95931
"4238",577190.02368,2850488.70509,80485,113,"Office Building.",2892.66992,215.60143,577190.02368,2850488.70509
"4246",577785.52125,2849723.19205,80622,113,"Office Building.",633.75781,108.76017,577785.52125,2849723.19205
"4275",574652.70332,2850591.9968,84345,113,"Office Building.",650.66406,105.79276,574652.70332,2850591.9968
"4283",578027.19108,2849784.01161,84607,113,"Office Building.",1451.42969,152.77437,578027.19108,2849784.01161
"4293",576656.98012,2851265.74688,84761,113,"Office Building.",640.09375,110.39153,576656.98012,2851265.74688
"4319",577511.72964,2851362.09039,83201,113,"Office Building.",1199.64844,140.22165,577511.72964,2851362.09039
"4376",576329.97158,2848422.08154,82314,113,"Office Building.",2340.74414,203.25329,576329.97158,2848422.08154
"4383",577661.45526,2851366.8885,82512,113,"Office Building.",2459.93164,217.65151,577661.45526,2851366.8885
"4404",576392.85544,2848327.41384,82857,113,"Office Building.",1252.41602,139.31592,576392.85544,2848327.41384
"4461",577033.28287,2851383.43627,85079,113,"Office Building.",371.72656,77.87719,577033.28287,2851383.43627
"4473",571410.44721,2851159.17788,85338,113,"Office Building.",1365.42383,148.27602,571410.44721,2851159.17788
"4481",577056.04317,2850775.63225,85436,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",817.16211,122.02277,577056.04317,2850775.63225
"4498",575534.38285,2848769.37249,85758,113,"Office Building.",661.79492,122.76266,575534.38285,2848769.37249
"4514",577771.82998,2848079.70168,88185,450,"Governmental/Public Administration (Other than Military or Penal).",2136.21094,184.73564,577771.82998,2848079.70168
"4561",577522.66333,2850463.00682,87061,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",612.33398,104.22978,577522.66333,2850463.00682
"4564",576420.57339,2847728.42711,87148,113,"Office Building.",891.12891,124.0074,576420.57339,2847728.42711
"4572",573846.03194,2850367.19343,87294,113,"Office Building.",2447.18945,198.47496,573846.03194,2850367.19343
"4585",575639.16882,2850433.31944,87591,113,"Office Building.",703.58203,117.89054,575639.16882,2850433.31944
"4594",569138.64048,2850160.94179,87746,113,"Office Building.",1251.99805,141.57201,569138.64048,2850160.94179
"4622",573756.01166,2850431.46547,89257,113,"Office Building.",1002.18555,131.58606,573756.01166,2850431.46547
"4626",576379.45266,2847187.1379,89307,113,"Office Building.",3222.56055,267.18916,576379.45266,2847187.1379
"4659",577053.3853,2850435.5579,89901,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",806.28125,115.17517,577053.3853,2850435.5579
"4695",571516.76081,2851026.75392,90552,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",1613.13477,161.90672,571516.76081,2851026.75392
"4696",576370.54138,2851258.9549,90557,113,"Office Building.",472.98047,86.97763,576370.54138,2851258.9549
"4711",577416.11508,2850371.48403,90810,113,"Office Building.",2413.05078,196.54545,577416.11508,2850371.48403
"4715",576441.18461,2847156.53726,90846,113,"Office Building.",1401.43555,164.96008,576441.18461,2847156.53726
"4718",568843.14853,2850261.82632,90914,450,"Governmental/Public Administration (Other than Military or Penal).",2754.95703,206.48195,568843.14853,2850261.82632
"4721",571380.31615,2851134.59825,91043,113,"Office Building.",6515.03516,350.49769,571380.31615,2851134.59825
"4743",572955.90267,2850347.12336,91323,113,"Office Building.",292.37109,81.21478,572955.90267,2850347.12336
"4758",576562.87582,2850534.91707,91591,113,"Office Building.",922.07617,139.67552,576562.87582,2850534.91707
"4769",574980.72206,2851200.01091,91763,113,"Office Building.",322.99219,92.07449,574980.72206,2851200.01091
"4779",578017.42085,2850569.13315,91884,113,"Office Building.",0.31445,76.76631,578017.42085,2850569.13315
"4824",576650.71882,2851282.78883,92606,113,"Office Building.",0.01953,3.71633,576650.71882,2851282.78883
"4845",577898.92935,2850196.47644,93009,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",955.60742,123.78585,577898.92935,2850196.47644
"4899",576395.11054,2848245.99415,95022,113,"Office Building.",1031.99414,126.70127,576395.11054,2848245.99415
"4905",576675.84684,2850109.44668,95195,450,"Governmental/Public Administration (Other than Military or Penal).",5141.57227,324.47509,576675.84684,2850109.44668
"4958",573715.22763,2850295.3973,94342,113,"Office Building.",43838.27344,830.85458,573715.22763,2850295.3973
"4959",576279.44555,2849484.78168,94348,113,"Office Building.",1388.30859,156.00039,576279.44555,2849484.78168
"4974",575664.64632,2851299.79902,94544,113,"Office Building.",1338.04492,181.15531,575664.64632,2851299.79902
"4994",575791.0248,2848000.38376,94959,113,"Office Building.",1292.90039,143.95045,575791.0248,2848000.38376
"5003",576361.37953,2849002.28371,96114,113,"Office Building.",666.87695,100.92457,576361.37953,2849002.28371
"5131",571377.40352,2851301.20661,98927,113,"Office Building.",14030.25195,490.86167,571377.40352,2851301.20661
"5144",577406.22268,2848287.53585,100242,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",1068.39258,129.09319,577406.22268,2848287.53585
"5156",574816.36021,2847195.82799,100378,113,"Office Building.",4414.61914,265.22608,574816.36021,2847195.82799
"5166",577859.06114,2851376.41791,100592,113,"Office Building.",677.74609,112.86247,577859.06114,2851376.41791
"5237",577052.86843,2851116.49909,101014,113,"Office Building.",310.04492,68.57854,577052.86843,2851116.49909
"5339",576312.93902,2848817.08963,102991,113,"Office Building.",606.52734,105.05135,576312.93902,2848817.08963
"5342",576316.18951,2850326.91474,103033,113,"Office Building.",5170.6875,304.73455,576316.18951,2850326.91474
"5345",576250.17028,2850124.61799,103114,113,"Office Building.",3962.92188,268.26288,576250.17028,2850124.61799
"5370",577632.9024,2850456.72262,103588,113,"Office Building.",4042.07422,330.53146,577632.9024,2850456.72262
"5394",573845.13004,2850183.31007,104068,113,"Office Building.",928.94922,128.55729,573845.13004,2850183.31007
"5410",576366.54972,2847456.42669,104575,113,"Office Building.",563.5625,106.83445,576366.54972,2847456.42669
"5442",577320.98109,2850367.88242,105274,113,"Office Building.",1668.58203,165.06087,577320.98109,2850367.88242
"5448",577437.53875,2850569.9025,105433,113,"Office Building.",1048.01172,153.14573,577437.53875,2850569.9025
"5496",576874.45225,2851336.45949,107313,113,"Office Building.",1195.63281,138.69092,576874.45225,2851336.45949
"5537",575317.56512,2851212.05415,109132,113,"Office Building.",2644.81641,208.63252,575317.56512,2851212.05415
"5538",574798.12334,2847246.16872,109147,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",728.06445,112.8943,574798.12334,2847246.16872
"5602",576568.08752,2851325.77763,108392,113,"Office Building.",1780.60352,169.42096,576568.08752,2851325.77763
"5609",576358.88998,2849054.76526,108488,113,"Office Building.",1058.34375,131.69641,576358.88998,2849054.76526
"5637",573846.87794,2850124.34616,106126,113,"Office Building.",1060.92188,138.414,573846.87794,2850124.34616
"5652",571297.76306,2851196.00295,106566,113,"Office Building.",1149.86328,135.66705,571297.76306,2851196.00295
"5664",576309.53688,2850885.93054,106852,113,"Office Building.",5627.73047,298.29021,576309.53688,2850885.93054
"5676",577482.71954,2851346.8109,111180,113,"Office Building.",721.75195,111.33556,577482.71954,2851346.8109
"5680",577050.34074,2850919.03355,111276,320,"Industrial Intensive, heavy-light manufacturing, and warehousing-storage type of use",395.80469,100.88788,577050.34074,2850919.03355
"5682",576373.48588,2848795.60897,111294,113,"Office Building.",1123.89648,134.22784,576373.48588,2848795.60897
"5683",577125.09753,2851342.10121,111301,113,"Office Building.",582.375,105.40962,577125.09753,2851342.10121
"5713",577924.67091,2849693.74915,111917,170,"Office and/or Business and other services (ground level) / Residential (upper levels). Low-density < 15 dwellings per acre or 4 floors.",648.48438,109.33703,577924.67091,2849693.74915
